Fan,FanHours,Refrigerator,RefrigeratorHours,AirConditioner,AirConditionerHours,Television,TelevisionHours,Monitor,MonitorHours,MotorPump,MotorPumpHours,Month,City,UnitsConsumed,ElectricityBill
0,0,0,0,2,0,0,0,2,9,1,1,11,Noida,44.1,242.55
4,13,2,24,2,7,0,0,1,10,1,2,5,Pune,1020.0,12099.0
4,1,1,24,3,3,1,1,0,0,0,0,6,Gurgaon,525.0,2660.0
2,5,0,0,1,4,1,4,1,3,1,0,9,Pune,218.1,1635.52
6,3,2,24,2,9,0,0,3,7,0,0,8,Faridabad,1091.7,6683.57
2,11,2,24,2,0,0,0,3,9,0,0,8,Dahej,297.9,1251.58
4,11,0,0,2,8,2,7,0,0,1,0,5,Dahej,861.0,4179.7
1,1,2,24,3,7,2,1,3,9,1,0,10,Chennai,1201.65,5259.9
7,12,2,24,2,4,1,0,2,9,0,0,6,Vadodara,786.6,3792.82
7,12,0,0,1,4,3,2,3,2,1,0,5,Dahej,394.2,1752.34
2,2,2,24,1,7,2,2,2,4,1,3,3,Noida,629.1,3909.34
3,13,0,0,3,1,3,1,1,5,0,0,12,Nagpur,237.75,1836.94
3,10,2,24,3,7,0,0,2,8,0,0,7,Navi Mumbai,1247.7,15104.64
8,10,1,24,0,0,2,5,3,3,1,3,8,Navi Mumbai,396.3,3803.94
4,14,2,24,1,4,3,7,1,7,0,0,7,New Delhi,593.4,2757.1
6,2,0,0,0,0,0,0,1,2,1,3,5,Noida,96.9,532.95
8,3,2,24,1,0,0,0,0,0,1,1,6,New Delhi,292.5,1016.25
8,0,0,0,1,2,1,1,0,0,1,2,9,Kolkata,138.0,678.0
0,0,2,24,0,0,3,4,2,0,1,3,2,Navi Mumbai,319.5,2744.1
3,13,2,24,3,10,3,4,2,8,0,0,9,Ahmedabad,1708.95,8589.04
3,0,1,24,3,0,3,3,0,0,1,3,1,Pune,202.5,1475.62
5,12,1,24,3,5,2,2,2,5,1,3,5,Pune,1009.5,11960.4
2,12,2,24,2,5,1,3,2,7,1,1,2,Hyderabad,768.3,5424.7
6,13,2,24,2,0,0,0,3,0,1,1,10,Kolkata,414.0,2505.0
7,6,0,0,3,8,3,7,2,1,0,0,4,Navi Mumbai,1239.9,15001.68
5,2,0,0,3,6,2,8,1,6,0,0,10,Noida,887.7,5680.75
5,14,2,24,3,8,2,8,0,0,1,1,8,Ahmedabad,1524.0,7627.3
7,15,0,0,0,0,1,3,2,8,1,0,6,Vadodara,264.45,1077.64
4,7,2,24,1,6,0,0,3,4,0,0,3,Navi Mumbai,563.4,6071.88
5,3,0,0,1,9,2,2,2,0,1,1,4,Ratnagiri,473.25,4865.85
8,3,2,24,3,1,1,3,0,0,0,0,1,Nagpur,414.0,4048.2
2,2,0,0,3,8,1,2,3,2,0,0,6,Noida,1102.2,7150.07
0,0,2,24,0,0,3,8,2,0,0,0,7,Faridabad,288.0,1129.5
0,0,0,0,0,0,2,8,0,0,1,3,3,Hyderabad,115.5,329.75
5,12,1,24,1,8,3,6,3,2,1,1,12,Pune,686.7,7699.44
8,5,1,24,0,0,0,0,0,0,1,3,7,Pune,265.5,2121.38
2,11,0,0,1,7,0,0,2,3,0,0,3,Chennai,371.7,665.1
3,2,2,24,3,10,1,5,0,0,0,0,10,Pune,1594.5,19682.4
5,7,1,24,3,2,0,0,2,7,0,0,12,New Delhi,473.55,1978.08
4,2,1,24,2,10,1,6,0,0,0,0,12,Ahmedabad,1044.0,5131.3
2,12,0,0,0,0,3,7,3,8,0,0,3,Ahmedabad,145.8,559.65
1,7,1,24,1,9,1,6,0,0,1,0,10,Dahej,546.75,2545.6
5,0,2,24,1,10,1,5,3,10,0,0,12,Pune,717.0,8099.4
1,12,2,24,3,10,3,5,0,0,1,0,3,Nagpur,1638.0,20256.6
5,0,2,24,2,6,1,1,1,4,0,0,6,Vadodara,763.8,3674.26
5,4,0,0,3,8,1,5,3,6,0,0,11,Pune,1161.6,13968.12
0,0,2,24,0,0,2,7,3,6,1,0,9,Hyderabad,279.6,1267.2
4,14,2,24,1,5,0,0,3,8,1,1,12,Nagpur,618.3,6796.56
1,5,1,24,3,2,0,0,0,0,0,0,2,Navi Mumbai,389.25,3706.65
8,14,2,24,1,8,1,4,3,0,0,0,8,Dahej,840.0,4070.5
7,1,1,24,1,3,1,5,0,0,1,2,6,Ratnagiri,318.75,2733.75
8,16,2,24,3,6,1,7,1,5,1,0,1,Pune,1341.0,16336.2
8,7,2,24,1,1,3,6,2,6,1,0,10,Pune,455.4,4619.52
8,9,0,0,0,0,1,1,3,8,0,0,5,Vadodara,193.8,763.65
2,2,2,24,1,3,0,0,2,7,1,3,8,Dahej,444.3,2012.86
8,5,0,0,2,9,0,0,2,5,1,3,10,Hyderabad,979.5,7325.5
7,0,1,24,2,0,1,8,3,10,1,3,8,Mumbai,235.5,1813.88
3,9,1,24,1,3,0,0,1,8,1,0,3,Noida,313.35,1811.78
0,0,2,24,3,9,2,8,1,7,1,1,11,Kolkata,1509.9,10724.25
0,0,1,24,3,5,0,0,1,9,1,1,12,Ahmedabad,816.3,3947.26
3,13,1,24,3,10,0,0,1,3,0,0,12,New Delhi,1549.35,10194.8
7,15,0,0,1,8,3,3,0,0,0,0,9,Noida,623.25,3869.26
2,12,1,24,0,0,2,1,3,9,1,1,3,Nagpur,222.9,1684.73
4,7,2,24,2,0,1,1,1,8,0,0,8,Vadodara,291.6,1218.82
0,0,1,24,3,9,1,3,0,0,1,2,6,Mumbai,1377.0,16811.4
4,9,1,24,1,10,2,4,0,0,1,2,11,Kolkata,708.0,4710.0
7,1,0,0,3,10,1,3,0,0,0,0,6,New Delhi,1374.75,8798.0
3,16,0,0,3,3,2,2,2,2,0,0,9,Chennai,529.8,1228.8
3,7,0,0,1,9,2,8,3,4,1,0,4,Pune,514.65,5428.38
2,8,1,24,1,8,0,0,3,4,1,0,9,Shimla,518.4,2206.13
4,14,1,24,0,0,2,1,3,10,1,0,9,Vadodara,276.0,1137.7
3,3,2,24,1,7,0,0,2,2,0,0,10,Nagpur,556.05,5974.86
1,3,0,0,1,3,0,0,1,3,0,0,12,Vadodara,145.35,557.74
3,0,1,24,1,0,3,7,2,7,0,0,8,Chennai,187.8,131.7
4,11,2,24,0,0,3,7,1,6,0,0,7,Hyderabad,385.2,2006.4
3,5,0,0,3,4,1,3,1,2,0,0,3,Nagpur,585.15,6358.98
2,3,0,0,3,2,2,5,2,1,0,0,7,Kolkata,315.9,1769.25
6,4,0,0,2,6,3,5,3,4,0,0,12,Ahmedabad,653.4,3100.18
8,1,2,24,1,6,2,2,2,0,1,3,12,Faridabad,583.5,3075.35
1,6,0,0,2,0,3,4,0,0,0,0,5,Shimla,49.5,0.0
1,12,2,24,0,0,2,5,2,10,1,3,7,Ratnagiri,364.5,3365.1
8,13,2,24,0,0,2,5,1,7,0,0,8,Hyderabad,488.4,2905.6
0,0,2,24,3,7,1,5,3,9,1,2,7,Nagpur,1253.4,15179.88
0,0,1,24,0,0,2,2,0,0,1,1,10,Kolkata,142.5,705.0
6,4,0,0,2,3,0,0,3,0,1,1,2,New Delhi,346.5,1259.25
0,0,1,24,0,0,1,6,2,8,1,2,12,Mumbai,190.2,1349.55
0,0,2,24,2,9,2,7,0,0,0,0,8,Hyderabad,1068.0,8122.0
7,3,2,24,2,6,1,4,1,1,0,0,5,Vadodara,816.45,3948.04
7,12,0,0,0,0,2,7,3,7,0,0,5,Gurgaon,256.2,962.55
8,0,1,24,3,2,2,1,1,7,1,2,6,Shimla,437.4,1658.57
3,0,2,24,1,3,3,3,0,0,0,0,5,Kolkata,378.0,2235.0
4,7,0,0,2,7,1,5,3,1,1,0,3,Ahmedabad,711.6,3402.82
2,7,0,0,2,1,1,5,0,0,1,3,7,New Delhi,204.0,618.0
1,14,0,0,0,0,0,0,2,8,1,0,2,Navi Mumbai,50.7,215.48
0,0,1,24,1,6,0,0,3,4,0,0,10,Ahmedabad,392.4,1742.98
0,0,0,0,3,5,0,0,1,6,1,2,4,Shimla,727.2,3617.62
4,9,1,24,2,0,1,2,1,2,1,0,2,Ahmedabad,197.4,778.95
4,16,1,24,3,1,0,0,2,4,1,0,1,Dahej,396.6,1764.82
3,7,1,24,1,7,1,4,1,0,0,0,4,Kolkata,482.25,3016.88
4,3,0,0,0,0,0,0,3,5,1,3,9,Gurgaon,112.5,294.38
1,5,1,24,3,4,2,6,1,9,1,3,7,Nagpur,773.55,8845.86
1,9,0,0,1,5,0,0,3,3,0,0,4,New Delhi,256.05,852.23
3,15,2,24,3,6,2,3,1,3,0,0,10,Kolkata,1148.85,8016.37
2,8,0,0,1,1,2,8,3,7,0,0,3,Mumbai,154.2,980.55
5,12,0,0,1,4,3,5,3,1,0,0,12,Gurgaon,363.6,1602.72
5,12,0,0,1,3,0,0,3,5,1,1,3,Pune,310.5,2619.9
6,12,0,0,3,7,3,5,1,8,1,1,1,Noida,1184.1,7711.08
0,0,0,0,1,9,1,7,3,6,0,0,5,Kolkata,447.6,2757.0
0,0,1,24,2,3,0,0,3,3,0,0,12,Ratnagiri,388.8,3700.44
6,6,0,0,3,7,1,0,3,8,1,2,6,Kolkata,1099.8,7648.5
3,0,0,0,2,1,1,3,3,4,1,1,8,Vadodara,135.9,517.58
3,16,1,24,2,5,2,5,1,6,0,0,7,Vadodara,703.2,3359.14
7,14,2,24,1,2,2,1,2,1,1,3,2,Chennai,602.4,1664.4
1,0,1,24,1,7,1,5,2,6,1,1,8,Chennai,474.9,974.7
8,7,1,24,0,0,2,0,1,3,0,0,3,Pune,237.6,1835.4
0,0,1,24,3,1,1,4,0,0,1,1,8,Dahej,277.5,1145.5
5,11,0,0,2,2,3,0,2,1,1,0,10,Faridabad,306.15,1232.17
7,14,2,24,2,1,0,0,1,8,0,0,12,Shimla,536.1,2325.79
2,13,2,24,1,1,0,0,3,1,1,1,4,Navi Mumbai,345.6,3104.28
7,5,1,24,2,8,2,8,1,2,1,1,1,Shimla,979.65,5324.18
8,6,2,24,2,6,1,1,1,2,1,1,4,Dahej,891.9,4340.38
2,2,2,24,0,0,0,0,2,8,0,0,2,Ahmedabad,244.2,977.85
2,15,0,0,3,6,3,5,3,0,1,2,9,Noida,967.5,6227.38
8,7,0,0,2,1,3,7,1,0,0,0,8,Pune,279.0,2259.75
2,14,0,0,2,3,0,0,1,6,1,3,10,Dahej,407.7,1822.54
0,0,0,0,3,2,0,0,3,6,1,3,9,Faridabad,359.1,1573.7
0,0,1,24,0,0,2,5,1,8,1,0,7,Vadodara,147.6,567.3
3,9,2,24,1,9,0,0,1,3,1,3,5,New Delhi,752.85,3869.95
2,5,2,24,0,0,0,0,2,1,1,3,2,Pune,308.4,2590.92
3,10,2,24,0,0,3,2,1,1,1,1,7,Gurgaon,325.2,1355.04
6,15,1,24,1,3,1,5,0,0,0,0,9,Kolkata,460.5,2853.75
5,4,0,0,0,0,2,3,3,6,0,0,11,Kolkata,84.6,380.7
6,7,0,0,0,0,2,5,3,10,0,0,5,Dahej,160.5,622.12
0,0,0,0,1,5,2,2,1,10,0,0,9,Shimla,249.0,517.08
8,11,0,0,2,6,3,7,3,4,0,0,3,Faridabad,815.4,4721.84
2,9,2,24,1,4,2,2,1,4,1,3,1,Noida,520.8,3167.48
7,1,0,0,2,4,2,2,2,10,1,3,7,Pune,479.25,4948.65
1,2,2,24,1,2,0,0,0,0,1,2,7,Gurgaon,355.5,1550.47
4,13,1,24,2,6,3,8,0,0,1,3,10,Ahmedabad,904.5,4405.9
6,8,2,24,3,3,3,1,1,10,0,0,10,Shimla,750.0,3771.75
4,13,1,24,0,0,0,0,3,9,1,1,9,Shimla,279.9,645.93
8,14,0,0,0,0,2,8,1,7,0,0,9,Pune,308.4,2590.92
3,16,0,0,3,9,1,6,3,8,0,0,8,Faridabad,1369.8,8658.08
5,11,2,24,3,8,3,6,1,8,0,0,9,Ratnagiri,1483.35,18215.22
8,0,1,24,3,6,1,4,2,10,0,0,9,Ahmedabad,954.0,4663.3
1,6,2,24,1,8,0,0,1,2,1,1,2,Noida,614.4,3808.64
7,4,1,24,0,0,1,6,0,0,1,0,1,Vadodara,189.0,743.25
3,1,2,24,0,0,2,8,1,10,0,0,10,Mumbai,282.75,2298.19
0,0,1,24,2,4,3,1,3,9,0,0,8,Kolkata,509.4,3220.5
1,3,1,24,2,5,1,0,3,2,0,0,2,Dahej,571.95,2676.64
8,16,2,24,3,4,1,6,0,0,0,0,7,Faridabad,1062.0,6472.7
4,5,0,0,2,1,0,0,1,9,1,3,2,Navi Mumbai,213.3,1586.33
3,15,2,24,2,7,3,3,1,10,0,0,5,Vadodara,986.25,4831.0
8,1,2,24,1,10,0,0,0,0,1,1,6,Ahmedabad,706.5,3376.3
7,12,1,24,3,8,3,4,3,3,1,0,4,Hyderabad,1423.8,11324.2
6,16,1,24,2,0,0,0,0,0,0,0,6,Noida,324.0,1881.0
3,3,0,0,2,0,3,8,2,4,1,3,4,New Delhi,169.35,508.05
2,6,0,0,3,4,3,7,0,0,0,0,11,Pune,630.0,6951.0
4,13,0,0,1,3,0,0,3,8,1,1,2,Pune,303.3,2520.54
1,8,1,24,2,9,2,7,0,0,0,0,11,Navi Mumbai,978.0,11544.6
2,10,0,0,3,8,1,2,1,5,1,1,9,Faridabad,1159.5,7164.95
3,15,1,24,3,8,3,8,2,3,0,0,12,Mumbai,1368.45,16698.54
6,1,1,24,0,0,2,8,3,4,1,1,1,Dahej,206.4,817.2
6,9,2,24,1,7,2,6,1,0,0,0,1,Faridabad,688.5,3820.85
1,7,2,24,0,0,2,2,2,2,0,0,6,Navi Mumbai,248.55,1947.64
0,0,2,24,2,5,3,6,0,0,1,1,2,Pune,742.5,8436.0
7,3,0,0,1,10,0,0,3,6,0,0,4,Chennai,518.85,1163.1
5,12,2,24,0,0,3,4,0,0,0,0,6,Noida,387.0,2290.5
0,0,0,0,2,5,2,4,3,10,0,0,12,Nagpur,510.0,5367.0
3,4,0,0,2,9,0,0,2,8,0,0,7,Nagpur,856.2,9936.84
6,7,0,0,3,2,1,0,0,0,0,0,4,Pune,364.5,3365.1
5,11,2,24,3,6,3,6,2,8,0,0,8,Hyderabad,1222.95,9516.55
0,0,1,24,3,4,2,5,3,0,0,0,4,Vadodara,678.0,3228.1
2,1,1,24,1,0,1,6,0,0,0,0,2,Mumbai,130.5,737.62
2,16,1,24,1,5,3,8,3,5,1,3,11,Gurgaon,562.5,2926.25
5,1,0,0,0,0,0,0,0,0,0,0,11,Chennai,11.25,0.0
5,11,0,0,1,2,1,4,0,0,1,3,2,Ahmedabad,293.25,1227.4
1,12,1,24,0,0,3,8,2,4,0,0,6,Pune,216.6,1620.15
2,15,0,0,3,0,3,1,3,9,0,0,5,Ahmedabad,108.9,402.83
7,16,1,24,0,0,2,4,2,10,1,2,5,Chennai,453.0,909.0
3,13,1,24,3,5,0,0,0,0,1,3,12,Vadodara,938.25,4581.4
4,10,2,24,0,0,3,3,3,2,0,0,7,Faridabad,340.2,1451.79
7,1,2,24,2,10,1,3,2,9,0,0,10,Vadodara,1162.35,5746.72
8,2,2,24,1,6,3,0,1,4,1,3,10,Vadodara,594.3,2792.86
0,0,2,24,3,9,3,4,1,0,0,0,12,Chennai,1467.0,6852.0
7,8,1,24,2,7,0,0,3,10,1,2,1,New Delhi,945.0,5360.0
5,7,1,24,2,0,1,4,2,9,1,1,8,Pune,242.85,1889.21
1,15,1,24,1,8,3,5,1,5,0,0,11,Ratnagiri,552.75,5931.3
4,5,2,24,2,9,2,2,2,8,1,2,1,Gurgaon,1147.2,7077.62
8,8,0,0,0,0,3,3,0,0,1,3,5,Kolkata,238.5,1281.0
7,16,0,0,3,1,3,6,1,4,0,0,2,New Delhi,445.8,1797.7
0,0,2,24,2,8,2,2,0,0,1,1,3,Noida,970.5,6247.92
3,16,2,24,0,0,3,2,0,0,1,3,7,Shimla,409.5,1469.97
7,11,2,24,3,5,2,7,1,1,0,0,4,Chennai,1107.45,4694.7
6,8,2,24,1,0,3,4,1,10,0,0,5,Kolkata,372.0,2190.0
6,8,1,24,1,5,1,6,3,10,0,0,3,Hyderabad,495.0,2965.0
8,6,2,24,1,3,3,3,2,9,0,0,2,Shimla,507.6,2133.13
6,13,2,24,2,10,0,0,0,0,0,0,5,Mumbai,1291.5,15682.8
6,4,0,0,3,0,0,0,0,0,1,3,7,Nagpur,121.5,645.38
1,14,2,24,1,4,2,3,3,4,0,0,12,Navi Mumbai,459.9,4681.62
2,15,2,24,2,4,2,1,3,8,1,3,5,Vadodara,745.8,3580.66
6,8,0,0,1,10,1,2,0,0,1,0,4,Mumbai,564.0,6079.8
5,4,0,0,0,0,3,8,0,0,1,0,9,Mumbai,117.0,599.25
1,0,2,24,3,8,1,1,0,0,0,0,7,Mumbai,1299.0,15781.8
7,11,2,24,2,7,2,8,2,9,1,2,6,Navi Mumbai,1133.85,13601.82
6,5,2,24,3,9,1,2,2,8,1,1,1,Hyderabad,1546.2,12425.8
1,3,1,24,1,2,0,0,2,10,1,3,6,Nagpur,296.25,2436.56
8,2,2,24,1,3,2,6,0,0,1,1,11,Ratnagiri,445.5,4482.9
0,0,1,24,2,3,3,2,2,7,0,0,1,Faridabad,412.8,1920.06
5,14,1,24,2,2,3,4,1,0,1,0,12,Navi Mumbai,481.5,4979.7
0,0,0,0,2,8,0,0,3,6,0,0,12,Ratnagiri,741.6,8424.12
4,6,1,24,0,0,1,4,2,10,1,2,10,New Delhi,243.0,793.5
2,10,0,0,3,4,3,7,2,5,1,2,9,Navi Mumbai,705.0,7941.0
1,10,0,0,3,2,2,8,2,10,1,1,12,Chennai,387.0,711.0
7,7,0,0,3,5,2,4,2,10,0,0,9,Ahmedabad,833.25,4035.4
7,8,2,24,1,7,0,0,1,5,1,0,6,Shimla,663.0,3183.63
8,9,0,0,0,0,3,2,3,10,0,0,4,Chennai,216.0,198.0
8,8,1,24,3,1,0,0,3,5,1,0,1,Ahmedabad,405.0,1808.5
4,2,1,24,3,6,3,3,1,10,1,2,2,Navi Mumbai,1020.0,12099.0
7,6,1,24,3,8,3,5,0,0,1,2,8,Shimla,1372.5,7979.85
1,7,0,0,0,0,0,0,1,4,0,0,3,New Delhi,20.55,61.65
6,11,1,24,0,0,1,8,2,0,1,3,5,Navi Mumbai,348.0,3137.4
0,0,1,24,0,0,2,1,1,5,1,0,8,New Delhi,120.0,360.0
7,16,2,24,2,6,3,5,0,0,1,3,4,Ratnagiri,1120.5,13425.6
4,4,1,24,0,0,2,2,0,0,0,0,7,Gurgaon,156.0,436.5
4,5,1,24,0,0,2,6,0,0,0,0,10,Ahmedabad,189.0,743.25
8,15,1,24,1,5,3,6,2,0,1,0,11,Faridabad,657.0,3597.2
2,8,1,24,2,7,0,0,3,0,1,1,5,Nagpur,796.5,9148.8
4,5,2,24,3,9,1,7,1,2,1,0,10,Dahej,1499.4,7499.38
3,4,0,0,2,9,1,4,2,0,1,2,6,Nagpur,894.0,10435.8
6,6,1,24,3,8,2,1,3,7,0,0,8,Pune,1300.2,15797.64
6,4,0,0,3,10,3,6,2,3,0,0,10,Dahej,1465.2,7321.54
1,1,1,24,0,0,0,0,0,0,1,3,6,New Delhi,177.75,533.25
1,10,1,24,2,5,2,0,1,9,0,0,8,Shimla,591.3,2698.94
3,14,0,0,2,10,1,0,1,5,0,0,4,Navi Mumbai,1000.5,11841.6
2,4,1,24,2,5,1,5,0,0,1,3,7,New Delhi,658.5,3209.5
5,9,0,0,3,2,2,5,3,0,1,1,9,Mumbai,423.75,4182.75
0,0,2,24,2,8,3,2,2,5,1,3,6,Navi Mumbai,1033.5,12277.2
5,14,0,0,2,7,0,0,2,4,1,0,2,Kolkata,797.1,5378.25
5,14,1,24,1,2,1,7,1,9,0,0,3,Pune,387.3,3679.74
2,10,0,0,1,10,1,7,0,0,1,3,7,Nagpur,583.5,6337.2
1,8,0,0,1,1,3,7,3,6,0,0,5,Faridabad,147.6,397.92
5,16,1,24,1,8,2,6,1,3,1,1,7,Dahej,710.1,3395.02
5,5,2,24,2,8,2,8,2,3,1,0,9,Navi Mumbai,1047.45,12461.34
4,6,2,24,0,0,2,7,2,9,1,1,11,Ahmedabad,356.1,1554.22
2,2,2,24,3,1,1,8,3,5,1,2,4,Shimla,447.0,1723.47
8,16,1,24,2,1,2,4,2,1,1,2,11,Noida,557.4,3418.19
3,16,2,24,3,7,3,8,3,0,0,0,8,Pune,1341.0,16336.2
5,12,0,0,1,0,1,2,0,0,1,0,4,Mumbai,141.0,845.25
0,0,0,0,3,9,2,3,0,0,0,0,9,Chennai,1233.0,5448.0
3,11,2,24,3,5,1,8,0,0,1,3,9,Faridabad,1056.75,6435.42
3,6,1,24,2,3,0,0,0,0,0,0,12,Navi Mumbai,418.5,4110.3
0,0,1,24,0,0,1,6,2,8,0,0,1,Gurgaon,145.2,390.84
8,10,1,24,3,5,2,1,3,0,1,0,8,Gurgaon,969.0,5812.4
6,9,0,0,2,3,3,3,0,0,1,3,1,Dahej,486.0,2229.7
5,12,0,0,2,8,3,3,3,5,1,2,9,Noida,945.0,6073.25
8,6,2,24,2,4,1,7,2,2,0,0,8,Shimla,709.8,3500.0
4,8,0,0,2,10,2,3,0,0,1,0,1,Shimla,990.0,5394.15
8,1,2,24,3,3,0,0,0,0,0,0,12,Pune,639.0,7069.8
3,3,2,24,0,0,2,1,1,2,0,0,7,Ahmedabad,244.65,979.76
3,0,1,24,1,5,2,6,1,4,1,0,12,Gurgaon,373.8,1668.51
5,6,2,24,2,4,2,5,2,10,0,0,7,Faridabad,697.5,3884.75
0,0,0,0,2,0,1,7,3,2,1,0,12,Ahmedabad,28.2,86.01
3,3,0,0,1,3,3,2,0,0,1,2,10,Noida,218.25,1234.5
2,7,0,0,3,3,0,0,0,0,0,0,2,Dahej,436.5,1972.3
3,2,1,24,0,0,1,8,2,0,1,0,9,Faridabad,145.5,391.73
0,0,2,24,1,10,2,7,0,0,1,1,11,Chennai,730.5,2433.0
4,10,2,24,2,5,1,6,1,2,0,0,3,Kolkata,776.4,5223.0
4,11,0,0,1,5,0,0,1,7,0,0,10,Navi Mumbai,332.4,2922.12
8,10,1,24,0,0,0,0,1,1,0,0,7,Kolkata,289.2,1585.2
4,15,0,0,3,2,0,0,0,0,0,0,6,New Delhi,405.0,1532.5
0,0,0,0,1,10,1,8,1,10,1,2,10,Shimla,531.0,2291.31
2,13,0,0,0,0,1,7,0,0,1,3,12,Nagpur,147.0,906.75
7,3,2,24,2,2,2,0,1,1,0,0,9,Faridabad,444.45,2124.2
6,4,0,0,1,5,1,7,1,8,1,0,11,Nagpur,309.6,2607.48
4,6,1,24,0,0,3,2,3,3,0,0,11,Navi Mumbai,190.8,1355.7
1,4,1,24,0,0,0,0,3,9,1,0,10,Kolkata,149.4,746.4
3,4,2,24,2,6,2,6,1,3,1,3,8,Vadodara,890.1,4331.02
0,0,0,0,1,8,3,4,1,4,0,0,3,New Delhi,400.8,1505.2
4,4,1,24,0,0,3,6,1,8,1,0,6,New Delhi,207.6,634.2
1,15,1,24,0,0,0,0,0,0,0,0,4,Chennai,141.75,62.62
7,15,1,24,1,7,3,5,2,3,0,0,1,Mumbai,711.45,8026.14
5,3,0,0,3,4,1,2,0,0,0,0,4,Chennai,579.75,1528.5
5,4,2,24,1,10,1,4,1,4,0,0,3,Shimla,727.8,3621.68
2,13,1,24,0,0,1,0,2,3,0,0,8,Hyderabad,173.7,591.65
2,11,2,24,0,0,1,5,2,2,1,0,12,Vadodara,285.3,1186.06
6,15,0,0,2,5,2,7,1,3,1,2,2,Navi Mumbai,743.1,8443.92
5,10,1,24,2,1,2,3,3,3,0,0,7,Faridabad,339.3,1445.99
3,0,0,0,2,4,0,0,2,1,1,2,5,Ratnagiri,407.4,3957.12
1,12,0,0,0,0,0,0,1,7,0,0,7,Ahmedabad,35.4,107.97
8,8,0,0,3,4,2,5,0,0,0,0,12,Chennai,714.0,2334.0
1,8,2,24,0,0,1,1,0,0,0,0,2,Ratnagiri,237.0,1829.25
6,12,1,24,1,0,3,7,0,0,0,0,10,Kolkata,333.0,1897.5
1,4,0,0,2,3,3,5,0,0,1,1,1,Shimla,346.5,1044.09
2,16,2,24,3,0,2,8,1,8,0,0,7,Mumbai,345.6,3104.28
0,0,0,0,1,1,1,6,1,7,0,0,2,Hyderabad,71.4,185.64
8,16,1,24,3,5,3,4,2,3,0,0,1,Dahej,1114.2,5496.34
4,11,0,0,3,9,0,0,0,0,0,0,3,New Delhi,1314.0,8312.0
8,14,2,24,1,8,1,8,2,10,1,3,5,Shimla,943.5,5079.81
2,9,1,24,1,10,2,5,0,0,1,0,2,Mumbai,628.5,6931.2
2,14,2,24,0,0,3,7,2,9,0,0,6,New Delhi,363.6,1336.2
3,2,1,24,2,3,3,4,3,10,1,0,11,New Delhi,463.5,1912.75
3,0,0,0,1,1,0,0,2,3,1,2,12,Shimla,97.2,0.0
0,0,1,24,2,4,2,3,0,0,1,2,10,Kolkata,531.0,3382.5
0,0,0,0,3,5,3,4,1,1,1,0,9,Chennai,712.2,2323.2
1,5,1,24,0,0,3,5,2,9,1,3,8,Nagpur,253.35,1996.84
0,0,1,24,3,1,0,0,1,9,1,2,6,Ratnagiri,298.8,2462.7
2,4,2,24,2,1,2,8,3,5,0,0,11,Chennai,390.0,720.0
7,10,0,0,3,2,3,2,2,10,0,0,11,New Delhi,469.5,1951.75
6,3,0,0,0,0,0,0,0,0,1,3,3,New Delhi,108.0,324.0
5,12,2,24,3,4,0,0,1,10,1,2,4,Ratnagiri,948.0,11148.6
6,1,1,24,2,10,1,1,2,5,1,0,9,New Delhi,1036.5,6092.0
2,14,1,24,0,0,3,2,3,6,1,0,8,Dahej,210.6,835.05
1,0,2,24,1,3,0,0,1,9,1,1,4,Chennai,384.3,702.9
5,16,0,0,3,2,1,3,1,3,1,0,3,Noida,462.6,2781.9
4,7,2,24,1,5,0,0,1,6,1,2,12,Mumbai,556.2,5976.84
3,11,2,24,3,3,0,0,0,0,1,0,4,Hyderabad,695.25,4767.25
2,4,1,24,1,7,0,0,0,0,1,2,6,Hyderabad,486.0,2884.0
3,10,1,24,2,2,0,0,3,0,1,2,9,Hyderabad,400.5,2114.5
1,9,2,24,0,0,1,7,2,3,1,2,8,Gurgaon,309.45,1253.45
7,13,1,24,2,0,3,8,0,0,0,0,7,Gurgaon,384.75,1739.14
7,14,0,0,2,9,2,0,3,1,1,1,8,New Delhi,1056.6,6252.8
5,13,2,24,1,0,2,3,1,6,1,3,10,Vadodara,454.95,2068.24
8,16,1,24,1,7,2,8,3,5,0,0,4,Navi Mumbai,777.0,8891.4
5,0,2,24,3,8,0,0,1,2,1,1,11,Chennai,1320.9,5975.4
8,9,1,24,2,4,0,0,0,0,1,1,3,Ahmedabad,652.5,3095.5
2,2,1,24,3,9,1,4,1,1,1,1,11,Hyderabad,1367.7,10819.3
0,0,0,0,2,8,3,1,3,3,1,2,8,Navi Mumbai,784.8,8994.36
0,0,1,24,0,0,3,6,1,9,0,0,8,Ahmedabad,172.8,674.4
0,0,1,24,1,5,2,8,3,4,1,1,8,Vadodara,417.9,1875.58
8,1,1,24,3,9,1,7,1,2,0,0,7,Ahmedabad,1364.4,6797.38
3,16,1,24,1,3,1,8,0,0,0,0,8,Dahej,375.0,1652.5
8,13,2,24,0,0,3,5,3,0,1,3,5,Kolkata,562.5,3618.75
0,0,0,0,2,9,0,0,0,0,1,2,2,Ratnagiri,855.0,9921.0
4,12,2,24,1,6,2,5,2,0,1,0,1,Noida,624.0,3874.4
5,1,2,24,3,5,3,3,0,0,1,3,10,Navi Mumbai,996.75,11792.1
5,5,2,24,0,0,1,6,2,6,1,3,2,Gurgaon,372.15,1657.87
1,2,0,0,2,4,2,2,1,1,1,0,1,Faridabad,377.7,1693.66
